"Date","Source","Site ID","POC","Daily Mean PM2.5 Concentration","Units","Daily AQI Value","Local Site Name","Daily Obs Count","Percent Complete","AQS Parameter Code","AQS Parameter Description","Method Code","Method Description","CBSA Code","CBSA Name","State FIPS Code","State","County FIPS Code","County","Site Latitude","Site Longitude"
"07/25/2023","AQS","481130050","3","13.5","ug/m3 LC","59","Convention Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","113","Dallas","32.7742584","-96.7976775"
"07/26/2023","AQS","481130050","3","18.7","ug/m3 LC","69","Convention Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","113","Dallas","32.7742584","-96.7976775"
"07/27/2023","AQS","481130050","3","21","ug/m3 LC","73","Convention Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","113","Dallas","32.7742584","-96.7976775"
"07/28/2023","AQS","481130050","3","19.8","ug/m3 LC","71","Convention Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","113","Dallas","32.7742584","-96.7976775"
"07/29/2023","AQS","481130050","3","18.9","ug/m3 LC","69","Convention Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","113","Dallas","32.7742584","-96.7976775"
"07/30/2023","AQS","481130050","3","16.9","ug/m3 LC","66","Convention Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","113","Dallas","32.7742584","-96.7976775"
"07/31/2023","AQS","481130050","3","17.7","ug/m3 LC","67","Convention Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","113","Dallas","32.7742584","-96.7976775"
"08/01/2023","AQS","481130050","3","18.2","ug/m3 LC","68","Convention Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","113","Dallas","32.7742584","-96.7976775"
"08/02/2023","AQS","481130050","3","13.8","ug/m3 LC","60","Convention Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","113","Dallas","32.7742584","-96.7976775"
"08/03/2023","AQS","481130050","3","10.5","ug/m3 LC","54","Convention Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","113","Dallas","32.7742584","-96.7976775"
"08/04/2023","AQS","481130050","3","7.7","ug/m3 LC","43","Convention Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","113","Dallas","32.7742584","-96.7976775"
"08/05/2023","AQS","481130050","3","11.1","ug/m3 LC","55","Convention Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","113","Dallas","32.7742584","-96.7976775"
"08/06/2023","AQS","481130050","3","8.4","ug/m3 LC","47","Convention Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","113","Dallas","32.7742584","-96.7976775"
"08/07/2023","AQS","481130050","3","10.5","ug/m3 LC","54","Convention Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","113","Dallas","32.7742584","-96.7976775"
"08/08/2023","AQS","481130050","3","11.6","ug/m3 LC","56","Convention Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","113","Dallas","32.7742584","-96.7976775"
"08/09/2023","AQS","481130050","3","8.5","ug/m3 LC","47","Convention Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","113","Dallas","32.7742584","-96.7976775"
"08/10/2023","AQS","481130050","3","11","ug/m3 LC","55","Convention Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","113","Dallas","32.7742584","-96.7976775"
"08/11/2023","AQS","481130050","3","9.8","ug/m3 LC","52","Convention Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","113","Dallas","32.7742584","-96.7976775"
"08/12/2023","AQS","481130050","3","10.4","ug/m3 LC","53","Convention Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","113","Dallas","32.7742584","-96.7976775"
"08/13/2023","AQS","481130050","3","9.5","ug/m3 LC","52","Convention Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","113","Dallas","32.7742584","-96.7976775"
"08/14/2023","AQS","481130050","3","8.9","ug/m3 LC","49","Convention Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","113","Dallas","32.7742584","-96.7976775"
"08/15/2023","AQS","481130050","3","4.7","ug/m3 LC","26","Convention Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","113","Dallas","32.7742584","-96.7976775"
"08/16/2023","AQS","481130050","3","5.5","ug/m3 LC","31","Convention Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","113","Dallas","32.7742584","-96.7976775"
"08/17/2023","AQS","481130050","3","11.6","ug/m3 LC","56","Convention Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","113","Dallas","32.7742584","-96.7976775"
"08/18/2023","AQS","481130050","3","11.6","ug/m3 LC","56","Convention Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","113","Dallas","32.7742584","-96.7976775"
"08/19/2023","AQS","481130050","3","10.9","ug/m3 LC","54","Convention Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","113","Dallas","32.7742584","-96.7976775"
"08/20/2023","AQS","481130050","3","13.9","ug/m3 LC","60","Convention Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","113","Dallas","32.7742584","-96.7976775"
"08/21/2023","AQS","481130050","3","20.4","ug/m3 LC","72","Convention Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","113","Dallas","32.7742584","-96.7976775"
"08/22/2023","AQS","481130050","3","18.2","ug/m3 LC","68","Convention Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","113","Dallas","32.7742584","-96.7976775"
"08/23/2023","AQS","481130050","3","17.5","ug/m3 LC","67","Convention Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","113","Dallas","32.7742584","-96.7976775"
"08/24/2023","AQS","481130050","3","20.1","ug/m3 LC","71","Convention Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","113","Dallas","32.7742584","-96.7976775"
"08/25/2023","AQS","481130050","3","20.5","ug/m3 LC","72","Convention Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","113","Dallas","32.7742584","-96.7976775"
"08/26/2023","AQS","481130050","3","18.8","ug/m3 LC","69","Convention Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","113","Dallas","32.7742584","-96.7976775"
"08/27/2023","AQS","481130050","3","11.7","ug/m3 LC","56","Convention Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","113","Dallas","32.7742584","-96.7976775"
"08/28/2023","AQS","481130050","3","8.3","ug/m3 LC","46","Convention Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","113","Dallas","32.7742584","-96.7976775"
"08/29/2023","AQS","481130050","3","11.3","ug/m3 LC","55","Convention Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","113","Dallas","32.7742584","-96.7976775"
"08/30/2023","AQS","481130050","3","13.4","ug/m3 LC","59","Convention Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","113","Dallas","32.7742584","-96.7976775"
"08/31/2023","AQS","481130050","3","19.4","ug/m3 LC","70","Convention Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","113","Dallas","32.7742584","-96.7976775"
"09/01/2023","AQS","481130050","3","13.5","ug/m3 LC","59","Convention Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","113","Dallas","32.7742584","-96.7976775"
"09/02/2023","AQS","481130050","3","13.5","ug/m3 LC","59","Convention Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","113","Dallas","32.7742584","-96.7976775"
"09/12/2023","AQS","481130050","3","11.8","ug/m3 LC","56","Convention Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","113","Dallas","32.7742584","-96.7976775"
"09/13/2023","AQS","481130050","3","11.1","ug/m3 LC","55","Convention Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","113","Dallas","32.7742584","-96.7976775"
"09/14/2023","AQS","481130050","3","10.5","ug/m3 LC","54","Convention Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","113","Dallas","32.7742584","-96.7976775"
"09/15/2023","AQS","481130050","3","11.6","ug/m3 LC","56","Convention Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","113","Dallas","32.7742584","-96.7976775"
"09/16/2023","AQS","481130050","3","12.6","ug/m3 LC","58","Convention Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","113","Dallas","32.7742584","-96.7976775"
"09/17/2023","AQS","481130050","3","10.9","ug/m3 LC","54","Convention Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","113","Dallas","32.7742584","-96.7976775"
"09/18/2023","AQS","481130050","3","12.4","ug/m3 LC","57","Convention Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","113","Dallas","32.7742584","-96.7976775"
"09/19/2023","AQS","481130050","3","13.3","ug/m3 LC","59","Convention Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","113","Dallas","32.7742584","-96.7976775"
"09/20/2023","AQS","481130050","3","11.1","ug/m3 LC","55","Convention Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","113","Dallas","32.7742584","-96.7976775"
"09/21/2023","AQS","481130050","3","9.8","ug/m3 LC","52","Convention Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","113","Dallas","32.7742584","-96.7976775"
"09/22/2023","AQS","481130050","3","8.3","ug/m3 LC","46","Convention Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","113","Dallas","32.7742584","-96.7976775"
"09/23/2023","AQS","481130050","3","8.2","ug/m3 LC","46","Convention Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","113","Dallas","32.7742584","-96.7976775"
"09/24/2023","AQS","481130050","3","5.8","ug/m3 LC","32","Convention Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","113","Dallas","32.7742584","-96.7976775"
"09/25/2023","AQS","481130050","3","7","ug/m3 LC","39","Convention Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","113","Dallas","32.7742584","-96.7976775"
"09/26/2023","AQS","481130050","3","10.2","ug/m3 LC","53","Convention Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","113","Dallas","32.7742584","-96.7976775"
"09/27/2023","AQS","481130050","3","15.8","ug/m3 LC","63","Convention Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","113","Dallas","32.7742584","-96.7976775"
"09/28/2023","AQS","481130050","3","15.8","ug/m3 LC","63","Convention Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","113","Dallas","32.7742584","-96.7976775"
"09/29/2023","AQS","481130050","3","14.3","ug/m3 LC","61","Convention Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","113","Dallas","32.7742584","-96.7976775"
"09/30/2023","AQS","481130050","3","9.9","ug/m3 LC","52","Convention Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","113","Dallas","32.7742584","-96.7976775"
"10/01/2023","AQS","481130050","3","11.9","ug/m3 LC","56","Convention Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","113","Dallas","32.7742584","-96.7976775"
"10/02/2023","AQS","481130050","3","14.5","ug/m3 LC","61","Convention Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","113","Dallas","32.7742584","-96.7976775"
"10/03/2023","AQS","481130050","3","9.5","ug/m3 LC","52","Convention Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","113","Dallas","32.7742584","-96.7976775"
"10/04/2023","AQS","481130050","3","6.3","ug/m3 LC","35","Convention Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","113","Dallas","32.7742584","-96.7976775"
"10/05/2023","AQS","481130050","3","4.2","ug/m3 LC","23","Convention Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","113","Dallas","32.7742584","-96.7976775"
"10/06/2023","AQS","481130050","3","4.6","ug/m3 LC","26","Convention Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","113","Dallas","32.7742584","-96.7976775"
"10/07/2023","AQS","481130050","3","3.7","ug/m3 LC","21","Convention Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","113","Dallas","32.7742584","-96.7976775"
"10/08/2023","AQS","481130050","3","10.1","ug/m3 LC","53","Convention Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","113","Dallas","32.7742584","-96.7976775"
"10/09/2023","AQS","481130050","3","7.5","ug/m3 LC","42","Convention Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","113","Dallas","32.7742584","-96.7976775"
"10/10/2023","AQS","481130050","3","7.1","ug/m3 LC","39","Convention Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","113","Dallas","32.7742584","-96.7976775"
"10/11/2023","AQS","481130050","3","6","ug/m3 LC","33","Convention Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","113","Dallas","32.7742584","-96.7976775"
"10/12/2023","AQS","481130050","3","8.7","ug/m3 LC","48","Convention Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","113","Dallas","32.7742584","-96.7976775"
"10/13/2023","AQS","481130050","3","4.4","ug/m3 LC","24","Convention Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","113","Dallas","32.7742584","-96.7976775"
"10/14/2023","AQS","481130050","3","2.8","ug/m3 LC","16","Convention Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","113","Dallas","32.7742584","-96.7976775"
"10/15/2023","AQS","481130050","3","1.6","ug/m3 LC","9","Convention Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","113","Dallas","32.7742584","-96.7976775"
"10/16/2023","AQS","481130050","3","3.7","ug/m3 LC","21","Convention Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","113","Dallas","32.7742584","-96.7976775"
"10/17/2023","AQS","481130050","3","9.1","ug/m3 LC","51","Convention Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","113","Dallas","32.7742584","-96.7976775"
"10/18/2023","AQS","481130050","3","7.1","ug/m3 LC","39","Convention Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","113","Dallas","32.7742584","-96.7976775"
"10/19/2023","AQS","481130050","3","9.1","ug/m3 LC","51","Convention Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","113","Dallas","32.7742584","-96.7976775"
"10/20/2023","AQS","481130050","3","10.2","ug/m3 LC","53","Convention Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","113","Dallas","32.7742584","-96.7976775"
"10/21/2023","AQS","481130050","3","12","ug/m3 LC","56","Convention Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","113","Dallas","32.7742584","-96.7976775"
"10/22/2023","AQS","481130050","3","8.6","ug/m3 LC","48","Convention Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","113","Dallas","32.7742584","-96.7976775"
"10/23/2023","AQS","481130050","3","8.8","ug/m3 LC","49","Convention Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","113","Dallas","32.7742584","-96.7976775"
"10/24/2023","AQS","481130050","3","9.6","ug/m3 LC","52","Convention Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","113","Dallas","32.7742584","-96.7976775"
"10/25/2023","AQS","481130050","3","8.5","ug/m3 LC","47","Convention Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","113","Dallas","32.7742584","-96.7976775"
"10/26/2023","AQS","481130050","3","5.3","ug/m3 LC","29","Convention Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","113","Dallas","32.7742584","-96.7976775"
"10/27/2023","AQS","481130050","3","8.1","ug/m3 LC","45","Convention Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","113","Dallas","32.7742584","-96.7976775"
"10/28/2023","AQS","481130050","3","4.1","ug/m3 LC","23","Convention Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","113","Dallas","32.7742584","-96.7976775"
"10/29/2023","AQS","481130050","3","1.1","ug/m3 LC","6","Convention Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","113","Dallas","32.7742584","-96.7976775"
"10/30/2023","AQS","481130050","3","3.9","ug/m3 LC","22","Convention Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","113","Dallas","32.7742584","-96.7976775"
"10/31/2023","AQS","481130050","3","5.1","ug/m3 LC","28","Convention Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","113","Dallas","32.7742584","-96.7976775"
"11/01/2023","AQS","481130050","3","6.7","ug/m3 LC","37","Convention Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","113","Dallas","32.7742584","-96.7976775"
"11/02/2023","AQS","481130050","3","13.1","ug/m3 LC","58","Convention Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","113","Dallas","32.7742584","-96.7976775"
