"Date","Source","Site ID","POC","Daily Mean PM2.5 Concentration","Units","Daily AQI Value","Local Site Name","Daily Obs Count","Percent Complete","AQS Parameter Code","AQS Parameter Description","Method Code","Method Description","CBSA Code","CBSA Name","State FIPS Code","State","County FIPS Code","County","Site Latitude","Site Longitude"
"03/28/2023","AQS","482570005","1","5.8","ug/m3 LC","32","Kaufman","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","257","Kaufman","32.5649668","-96.3176831"
"03/29/2023","AQS","482570005","1","12.8","ug/m3 LC","58","Kaufman","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","257","Kaufman","32.5649668","-96.3176831"
"03/30/2023","AQS","482570005","1","9.1","ug/m3 LC","51","Kaufman","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","257","Kaufman","32.5649668","-96.3176831"
"03/31/2023","AQS","482570005","1","9.8","ug/m3 LC","52","Kaufman","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","257","Kaufman","32.5649668","-96.3176831"
"04/01/2023","AQS","482570005","1","6.9","ug/m3 LC","38","Kaufman","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","257","Kaufman","32.5649668","-96.3176831"
"04/02/2023","AQS","482570005","1","11","ug/m3 LC","55","Kaufman","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","257","Kaufman","32.5649668","-96.3176831"
"04/03/2023","AQS","482570005","1","15","ug/m3 LC","62","Kaufman","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","257","Kaufman","32.5649668","-96.3176831"
"04/04/2023","AQS","482570005","1","17.7","ug/m3 LC","67","Kaufman","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","257","Kaufman","32.5649668","-96.3176831"
"04/05/2023","AQS","482570005","1","8.1","ug/m3 LC","45","Kaufman","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","257","Kaufman","32.5649668","-96.3176831"
"04/06/2023","AQS","482570005","1","1.9","ug/m3 LC","11","Kaufman","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","257","Kaufman","32.5649668","-96.3176831"
"04/07/2023","AQS","482570005","1","2.5","ug/m3 LC","14","Kaufman","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","257","Kaufman","32.5649668","-96.3176831"
"04/08/2023","AQS","482570005","1","5.1","ug/m3 LC","28","Kaufman","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","257","Kaufman","32.5649668","-96.3176831"
"04/09/2023","AQS","482570005","1","7.5","ug/m3 LC","42","Kaufman","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","257","Kaufman","32.5649668","-96.3176831"
"04/10/2023","AQS","482570005","1","4.8","ug/m3 LC","27","Kaufman","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","257","Kaufman","32.5649668","-96.3176831"
"04/11/2023","AQS","482570005","1","5.2","ug/m3 LC","29","Kaufman","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","257","Kaufman","32.5649668","-96.3176831"
"04/12/2023","AQS","482570005","1","7.1","ug/m3 LC","39","Kaufman","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","257","Kaufman","32.5649668","-96.3176831"
"04/13/2023","AQS","482570005","1","5","ug/m3 LC","28","Kaufman","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","257","Kaufman","32.5649668","-96.3176831"
"04/14/2023","AQS","482570005","1","7.2","ug/m3 LC","40","Kaufman","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","257","Kaufman","32.5649668","-96.3176831"
"04/15/2023","AQS","482570005","1","5.3","ug/m3 LC","29","Kaufman","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","257","Kaufman","32.5649668","-96.3176831"
"04/16/2023","AQS","482570005","1","1.3","ug/m3 LC","7","Kaufman","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","257","Kaufman","32.5649668","-96.3176831"
"04/17/2023","AQS","482570005","1","4.3","ug/m3 LC","24","Kaufman","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","257","Kaufman","32.5649668","-96.3176831"
"04/18/2023","AQS","482570005","1","8","ug/m3 LC","44","Kaufman","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","257","Kaufman","32.5649668","-96.3176831"
"04/19/2023","AQS","482570005","1","8.6","ug/m3 LC","48","Kaufman","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","257","Kaufman","32.5649668","-96.3176831"
"04/20/2023","AQS","482570005","1","8.5","ug/m3 LC","47","Kaufman","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","257","Kaufman","32.5649668","-96.3176831"
"04/21/2023","AQS","482570005","1","6.9","ug/m3 LC","38","Kaufman","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","257","Kaufman","32.5649668","-96.3176831"
"04/22/2023","AQS","482570005","1","5.1","ug/m3 LC","28","Kaufman","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","257","Kaufman","32.5649668","-96.3176831"
"04/23/2023","AQS","482570005","1","2.3","ug/m3 LC","13","Kaufman","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","257","Kaufman","32.5649668","-96.3176831"
"04/24/2023","AQS","482570005","1","4.1","ug/m3 LC","23","Kaufman","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","257","Kaufman","32.5649668","-96.3176831"
"04/25/2023","AQS","482570005","1","7.8","ug/m3 LC","43","Kaufman","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","257","Kaufman","32.5649668","-96.3176831"
"04/26/2023","AQS","482570005","1","5.7","ug/m3 LC","32","Kaufman","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","257","Kaufman","32.5649668","-96.3176831"
"04/27/2023","AQS","482570005","1","3.5","ug/m3 LC","19","Kaufman","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","257","Kaufman","32.5649668","-96.3176831"
"04/28/2023","AQS","482570005","1","3.7","ug/m3 LC","21","Kaufman","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","257","Kaufman","32.5649668","-96.3176831"
"04/29/2023","AQS","482570005","1","1.5","ug/m3 LC","8","Kaufman","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","257","Kaufman","32.5649668","-96.3176831"
"04/30/2023","AQS","482570005","1","3.7","ug/m3 LC","21","Kaufman","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","257","Kaufman","32.5649668","-96.3176831"
"05/01/2023","AQS","482570005","1","2.7","ug/m3 LC","15","Kaufman","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","257","Kaufman","32.5649668","-96.3176831"
"05/02/2023","AQS","482570005","1","5.6","ug/m3 LC","31","Kaufman","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","257","Kaufman","32.5649668","-96.3176831"
"05/03/2023","AQS","482570005","1","6.3","ug/m3 LC","35","Kaufman","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","257","Kaufman","32.5649668","-96.3176831"
"05/04/2023","AQS","482570005","1","11.6","ug/m3 LC","56","Kaufman","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","257","Kaufman","32.5649668","-96.3176831"
"05/05/2023","AQS","482570005","1","12.5","ug/m3 LC","57","Kaufman","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","257","Kaufman","32.5649668","-96.3176831"
"05/06/2023","AQS","482570005","1","12.4","ug/m3 LC","57","Kaufman","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","257","Kaufman","32.5649668","-96.3176831"
"05/07/2023","AQS","482570005","1","10.3","ug/m3 LC","53","Kaufman","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","257","Kaufman","32.5649668","-96.3176831"
"05/08/2023","AQS","482570005","1","14.1","ug/m3 LC","60","Kaufman","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","257","Kaufman","32.5649668","-96.3176831"
"05/09/2023","AQS","482570005","1","11.3","ug/m3 LC","55","Kaufman","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","257","Kaufman","32.5649668","-96.3176831"
"05/10/2023","AQS","482570005","1","7","ug/m3 LC","39","Kaufman","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","257","Kaufman","32.5649668","-96.3176831"
"05/11/2023","AQS","482570005","1","15.3","ug/m3 LC","63","Kaufman","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","257","Kaufman","32.5649668","-96.3176831"
"05/12/2023","AQS","482570005","1","16.6","ug/m3 LC","65","Kaufman","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","257","Kaufman","32.5649668","-96.3176831"
"05/13/2023","AQS","482570005","1","3.5","ug/m3 LC","19","Kaufman","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","257","Kaufman","32.5649668","-96.3176831"
"05/14/2023","AQS","482570005","1","5.2","ug/m3 LC","29","Kaufman","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","257","Kaufman","32.5649668","-96.3176831"
"05/15/2023","AQS","482570005","1","3.7","ug/m3 LC","21","Kaufman","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","257","Kaufman","32.5649668","-96.3176831"
"05/16/2023","AQS","482570005","1","3.3","ug/m3 LC","18","Kaufman","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","257","Kaufman","32.5649668","-96.3176831"
"05/17/2023","AQS","482570005","1","4.9","ug/m3 LC","27","Kaufman","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","257","Kaufman","32.5649668","-96.3176831"
"05/18/2023","AQS","482570005","1","5.6","ug/m3 LC","31","Kaufman","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","257","Kaufman","32.5649668","-96.3176831"
"05/19/2023","AQS","482570005","1","7.3","ug/m3 LC","41","Kaufman","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","257","Kaufman","32.5649668","-96.3176831"
"05/20/2023","AQS","482570005","1","18.5","ug/m3 LC","69","Kaufman","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","257","Kaufman","32.5649668","-96.3176831"
"05/21/2023","AQS","482570005","1","14.1","ug/m3 LC","60","Kaufman","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","257","Kaufman","32.5649668","-96.3176831"
"05/22/2023","AQS","482570005","1","15.5","ug/m3 LC","63","Kaufman","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","257","Kaufman","32.5649668","-96.3176831"
"05/23/2023","AQS","482570005","1","20.1","ug/m3 LC","71","Kaufman","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","257","Kaufman","32.5649668","-96.3176831"
"05/24/2023","AQS","482570005","1","18.2","ug/m3 LC","68","Kaufman","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","257","Kaufman","32.5649668","-96.3176831"
"05/25/2023","AQS","482570005","1","11.8","ug/m3 LC","56","Kaufman","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","257","Kaufman","32.5649668","-96.3176831"
"05/26/2023","AQS","482570005","1","18.1","ug/m3 LC","68","Kaufman","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","257","Kaufman","32.5649668","-96.3176831"
"05/27/2023","AQS","482570005","1","19.3","ug/m3 LC","70","Kaufman","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","257","Kaufman","32.5649668","-96.3176831"
"05/28/2023","AQS","482570005","1","16.6","ug/m3 LC","65","Kaufman","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","257","Kaufman","32.5649668","-96.3176831"
"05/29/2023","AQS","482570005","1","13.2","ug/m3 LC","59","Kaufman","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","257","Kaufman","32.5649668","-96.3176831"
"05/30/2023","AQS","482570005","1","8.4","ug/m3 LC","47","Kaufman","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","257","Kaufman","32.5649668","-96.3176831"
"05/31/2023","AQS","482570005","1","12.4","ug/m3 LC","57","Kaufman","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","257","Kaufman","32.5649668","-96.3176831"
"06/01/2023","AQS","482570005","1","14.1","ug/m3 LC","60","Kaufman","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","257","Kaufman","32.5649668","-96.3176831"
"06/02/2023","AQS","482570005","1","14.1","ug/m3 LC","60","Kaufman","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","257","Kaufman","32.5649668","-96.3176831"
"06/03/2023","AQS","482570005","1","8.3","ug/m3 LC","46","Kaufman","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","257","Kaufman","32.5649668","-96.3176831"
"06/04/2023","AQS","482570005","1","4.8","ug/m3 LC","27","Kaufman","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","257","Kaufman","32.5649668","-96.3176831"
"06/05/2023","AQS","482570005","1","7.8","ug/m3 LC","43","Kaufman","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","257","Kaufman","32.5649668","-96.3176831"
"06/06/2023","AQS","482570005","1","11.3","ug/m3 LC","55","Kaufman","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","257","Kaufman","32.5649668","-96.3176831"
"06/07/2023","AQS","482570005","1","10.5","ug/m3 LC","54","Kaufman","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","257","Kaufman","32.5649668","-96.3176831"
"06/08/2023","AQS","482570005","1","6.1","ug/m3 LC","34","Kaufman","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","257","Kaufman","32.5649668","-96.3176831"
"06/09/2023","AQS","482570005","1","7.3","ug/m3 LC","41","Kaufman","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","257","Kaufman","32.5649668","-96.3176831"
"06/10/2023","AQS","482570005","1","6.8","ug/m3 LC","38","Kaufman","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","257","Kaufman","32.5649668","-96.3176831"
"06/11/2023","AQS","482570005","1","6.1","ug/m3 LC","34","Kaufman","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","257","Kaufman","32.5649668","-96.3176831"
"06/12/2023","AQS","482570005","1","6.2","ug/m3 LC","34","Kaufman","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","257","Kaufman","32.5649668","-96.3176831"
"06/13/2023","AQS","482570005","1","15.3","ug/m3 LC","63","Kaufman","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","257","Kaufman","32.5649668","-96.3176831"
"06/14/2023","AQS","482570005","1","16.5","ug/m3 LC","65","Kaufman","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","257","Kaufman","32.5649668","-96.3176831"
"06/15/2023","AQS","482570005","1","22.2","ug/m3 LC","75","Kaufman","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","257","Kaufman","32.5649668","-96.3176831"
"06/16/2023","AQS","482570005","1","15.1","ug/m3 LC","62","Kaufman","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","257","Kaufman","32.5649668","-96.3176831"
"06/17/2023","AQS","482570005","1","17.4","ug/m3 LC","66","Kaufman","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","257","Kaufman","32.5649668","-96.3176831"
"06/18/2023","AQS","482570005","1","16.2","ug/m3 LC","64","Kaufman","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","257","Kaufman","32.5649668","-96.3176831"
"06/19/2023","AQS","482570005","1","12.7","ug/m3 LC","58","Kaufman","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","257","Kaufman","32.5649668","-96.3176831"
"06/20/2023","AQS","482570005","1","17.7","ug/m3 LC","67","Kaufman","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","257","Kaufman","32.5649668","-96.3176831"
"06/21/2023","AQS","482570005","1","19.6","ug/m3 LC","71","Kaufman","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","257","Kaufman","32.5649668","-96.3176831"
"06/22/2023","AQS","482570005","1","12.2","ug/m3 LC","57","Kaufman","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","257","Kaufman","32.5649668","-96.3176831"
"06/23/2023","AQS","482570005","1","10.7","ug/m3 LC","54","Kaufman","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","257","Kaufman","32.5649668","-96.3176831"
"06/24/2023","AQS","482570005","1","8.5","ug/m3 LC","47","Kaufman","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","257","Kaufman","32.5649668","-96.3176831"
"06/25/2023","AQS","482570005","1","6.9","ug/m3 LC","38","Kaufman","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","257","Kaufman","32.5649668","-96.3176831"
"06/26/2023","AQS","482570005","1","6.8","ug/m3 LC","38","Kaufman","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","257","Kaufman","32.5649668","-96.3176831"
